========================================================================
BOOTSTRAP v0.1  partner=adversarial_v1  steps=1000
Watch: predicted vs actual, error, and handles forming.
========================================================================
001  sent=[3]                    pred=[]         act=[7]        err= 2.0  lane=De  handles=H001:0.33 hits=1 (3->7)
002  sent=[4]                    pred=[]         act=[5]        err= 2.0  lane=De  handles=H002:0.33 hits=1 (4->5) | H001:0.33 hits=1 (3->7)
078  sent=[9 3 2 3 9]            pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H009:0.77 hits=7 (6,3,7->5) | H028:0.73 hits=6 (9,3,2,3,9->5) | H026:0.72 hits=6 (7,2,3->5)
079  sent=[4 6 1 6 4]            pred=[]         act=[5]        err= 2.0  lane=De  handles=H009:0.77 hits=7 (6,3,7->5) | H028:0.73 hits=6 (9,3,2,3,9->5) | H026:0.72 hits=6 (7,2,3->5)
080  sent=[4 6 1 6 4]            pred=[]         act=[5]        err= 2.0  lane=De  handles=H009:0.77 hits=7 (6,3,7->5) | H028:0.73 hits=6 (9,3,2,3,9->5) | H026:0.72 hits=6 (7,2,3->5)
081  sent=[4 5 1 6 4]            pred=[]         act=[5]        err= 2.0  lane=De  handles=H009:0.77 hits=7 (6,3,7->5) | H028:0.73 hits=6 (9,3,2,3,9->5) | H026:0.72 hits=6 (7,2,3->5)
082  sent=[4 5 1 6 4]            pred=[]         act=[5]        err= 2.0  lane=De  handles=H009:0.77 hits=7 (6,3,7->5) | H028:0.72 hits=6 (9,3,2,3,9->5) | H026:0.72 hits=6 (7,2,3->5)
083  sent=[4 5 1 6 4]            pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H009:0.77 hits=7 (6,3,7->5) | H028:0.72 hits=6 (9,3,2,3,9->5) | H026:0.72 hits=6 (7,2,3->5)
084  sent=[4 5 1 6 4]            pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H009:0.77 hits=7 (6,3,7->5) | H028:0.72 hits=6 (9,3,2,3,9->5) | H026:0.72 hits=6 (7,2,3->5)
085  sent=[4 5 1 6 4]            pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H009:0.77 hits=7 (6,3,7->5) | H028:0.72 hits=6 (9,3,2,3,9->5) | H026:0.72 hits=6 (7,2,3->5)
086  sent=[4 5 1 6 4]            pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H009:0.76 hits=7 (6,3,7->5) | H030:0.73 hits=6 (4,5,1,6,4->5) | H028:0.72 hits=6 (9,3,2,3,9->5)
087  sent=[9 3 3 9]              pred=[]         act=[]         err= 0.0  lane=Po  handles=H009:0.76 hits=7 (6,3,7->5) | H030:0.73 hits=6 (4,5,1,6,4->5) | H028:0.72 hits=6 (9,3,2,3,9->5)
088  sent=[7 1 8 1 7]            pred=[]         act=[5]        err= 2.0  lane=De  handles=H009:0.76 hits=7 (6,3,7->5) | H030:0.73 hits=6 (4,5,1,6,4->5) | H028:0.72 hits=6 (9,3,2,3,9->5)
089  sent=[7 1 8 1 7]            pred=[]         act=[5]        err= 2.0  lane=De  handles=H009:0.76 hits=7 (6,3,7->5) | H030:0.73 hits=6 (4,5,1,6,4->5) | H028:0.72 hits=6 (9,3,2,3,9->5)
090  sent=[7 1 8 1 7]            pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H009:0.76 hits=7 (6,3,7->5) | H030:0.72 hits=6 (4,5,1,6,4->5) | H028:0.72 hits=6 (9,3,2,3,9->5)
091  sent=[7 1 8 1 7]            pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H009:0.76 hits=7 (6,3,7->5) | H030:0.72 hits=6 (4,5,1,6,4->5) | H028:0.72 hits=6 (9,3,2,3,9->5)
092  sent=[7 1 8 1 7]            pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H009:0.76 hits=7 (6,3,7->5) | H030:0.72 hits=6 (4,5,1,6,4->5) | H028:0.72 hits=6 (9,3,2,3,9->5)
093  sent=[7 1 8 1 7]            pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H009:0.76 hits=7 (6,3,7->5) | H032:0.73 hits=6 (7,1,8,1,7->5) | H030:0.72 hits=6 (4,5,1,6,4->5)
094  sent=[8 6 2 1 6 8 6 7]      pred=[]         act=[]         err= 0.0  lane=Po  handles=H009:0.76 hits=7 (6,3,7->5) | H032:0.73 hits=6 (7,1,8,1,7->5) | H030:0.72 hits=6 (4,5,1,6,4->5)
095  sent=[8 6 4]                pred=[]         act=[5]        err= 2.0  lane=De  handles=H009:0.76 hits=7 (6,3,7->5) | H032:0.73 hits=6 (7,1,8,1,7->5) | H030:0.72 hits=6 (4,5,1,6,4->5)
096  sent=[8 6 4]                pred=[]         act=[5]        err= 2.0  lane=De  handles=H009:0.76 hits=7 (6,3,7->5) | H032:0.73 hits=6 (7,1,8,1,7->5) | H030:0.72 hits=6 (4,5,1,6,4->5)
097  sent=[9 6 4]                pred=[]         act=[5 7]      err= 4.0  lane=De  handles=H009:0.76 hits=7 (6,3,7->5) | H032:0.72 hits=6 (7,1,8,1,7->5) | H030:0.72 hits=6 (4,5,1,6,4->5)
098  sent=[9 6 4]                pred=[]         act=[5 7]      err= 4.0  lane=De  handles=H009:0.76 hits=7 (6,3,7->5) | H032:0.72 hits=6 (7,1,8,1,7->5) | H030:0.72 hits=6 (4,5,1,6,4->5)
099  sent=[9 6 4]                pred=[5 7]      act=[5 7]      err= 0.0  lane=Po  handles=H009:0.75 hits=7 (6,3,7->5) | H032:0.72 hits=6 (7,1,8,1,7->5) | H030:0.72 hits=6 (4,5,1,6,4->5)
100  sent=[9 6 4]                pred=[5 7]      act=[5 7]      err= 0.0  lane=Po  handles=H009:0.75 hits=7 (6,3,7->5) | H032:0.72 hits=6 (7,1,8,1,7->5) | H030:0.72 hits=6 (4,5,1,6,4->5)
101  sent=[9 6 4]                pred=[5 7]      act=[5 7]      err= 0.0  lane=Po  handles=H009:0.75 hits=7 (6,3,7->5) | H032:0.72 hits=6 (7,1,8,1,7->5) | H030:0.72 hits=6 (4,5,1,6,4->5)
102  sent=[9 6 4]                pred=[5 7]      act=[5 7]      err= 0.0  lane=Po  handles=H009:0.75 hits=7 (6,3,7->5) | H035:0.73 hits=6 (9,6,4->5,7) | H032:0.72 hits=6 (7,1,8,1,7->5)
103  sent=[2 5 9 6]              pred=[]         act=[]         err= 0.0  lane=Po  handles=H009:0.75 hits=7 (6,3,7->5) | H035:0.73 hits=6 (9,6,4->5,7) | H032:0.72 hits=6 (7,1,8,1,7->5)
104  sent=[1 7 5 2 8]            pred=[]         act=[5 7]      err= 4.0  lane=De  handles=H009:0.75 hits=7 (6,3,7->5) | H035:0.73 hits=6 (9,6,4->5,7) | H032:0.72 hits=6 (7,1,8,1,7->5)
105  sent=[1 7 5 2 8]            pred=[]         act=[5 7]      err= 4.0  lane=De  handles=H009:0.75 hits=7 (6,3,7->5) | H035:0.73 hits=6 (9,6,4->5,7) | H032:0.72 hits=6 (7,1,8,1,7->5)
106  sent=[1 7 5 2 8]            pred=[5 7]      act=[5 7]      err= 0.0  lane=Po  handles=H009:0.75 hits=7 (6,3,7->5) | H035:0.72 hits=6 (9,6,4->5,7) | H032:0.72 hits=6 (7,1,8,1,7->5)
107  sent=[1 7 5 2 8]            pred=[5 7]      act=[5 7]      err= 0.0  lane=Po  handles=H009:0.75 hits=7 (6,3,7->5) | H035:0.72 hits=6 (9,6,4->5,7) | H032:0.72 hits=6 (7,1,8,1,7->5)
108  sent=[1 7 5 2 8]            pred=[5 7]      act=[5 7]      err= 0.0  lane=Po  handles=H009:0.75 hits=7 (6,3,7->5) | H035:0.72 hits=6 (9,6,4->5,7) | H032:0.72 hits=6 (7,1,8,1,7->5)
109  sent=[1 7 5 2 8]            pred=[5 7]      act=[5 7]      err= 0.0  lane=Po  handles=H009:0.75 hits=7 (6,3,7->5) | H037:0.73 hits=6 (1,7,5,2,8->5,7) | H035:0.72 hits=6 (9,6,4->5,7)
110  sent=[6 4 4 6]              pred=[]         act=[]         err= 0.0  lane=Po  handles=H009:0.75 hits=7 (6,3,7->5) | H037:0.73 hits=6 (1,7,5,2,8->5,7) | H035:0.72 hits=6 (9,6,4->5,7)
